  QueueTimes | ServiceTimes | SojournTimes
       0.091 |     1487.975 |     1488.066
       0.114 |      667.744 |      667.858
       0.102 |     1945.454 |     1945.556
       0.124 |     2426.010 |     2426.134
       0.113 |      854.513 |      854.626
       0.112 |     2238.153 |     2238.265
       0.106 |      717.829 |      717.936
       0.101 |     2411.913 |     2412.013
       0.112 |      852.777 |      852.889
       0.098 |      280.869 |      280.967
       0.079 |     2137.202 |     2137.281
       0.098 |      510.692 |      510.790
       0.101 |     1232.161 |     1232.263
       0.081 |      998.207 |      998.288
       0.100 |      327.531 |      327.631
       0.130 |      982.779 |      982.908
       0.104 |     1093.602 |     1093.706
       0.102 |      978.495 |      978.596
       0.098 |      861.249 |      861.347
       0.109 |      656.405 |      656.514
       0.095 |     1921.222 |     1921.317
       0.113 |      626.613 |      626.726
       0.105 |      739.779 |      739.883
       0.104 |      336.154 |      336.258
       0.103 |      676.516 |      676.620
       0.101 |      454.662 |      454.763
       0.107 |      280.527 |      280.634
     115.873 |      392.664 |      508.537
      58.111 |      365.100 |      423.211
       0.077 |      836.284 |      836.361
       0.085 |      446.924 |      447.009
       0.099 |      875.779 |      875.878
     135.346 |      391.442 |      526.788
       0.090 |     1337.800 |     1337.890
       0.113 |     1664.470 |     1664.583
       0.107 |      658.417 |      658.524
     115.293 |      824.122 |      939.415
       0.084 |     1109.886 |     1109.970
       4.680 |      425.181 |      429.861
       0.111 |      858.190 |      858.301
       0.078 |      309.772 |      309.850
     456.457 |      933.844 |     1390.301
       0.092 |     1964.420 |     1964.512
       0.071 |      317.105 |      317.176
       0.123 |     1442.773 |     1442.895
       0.110 |      395.073 |      395.183
       0.077 |     1715.736 |     1715.812
       0.101 |     1335.484 |     1335.585
       0.091 |      412.813 |      412.904
       0.106 |      683.715 |      683.821
     155.132 |     2027.659 |     2182.791
       0.109 |      195.967 |      196.076
       0.123 |      754.066 |      754.189
       7.260 |     1608.856 |     1616.116
       0.074 |      305.309 |      305.382
       0.125 |     1041.705 |     1041.830
       0.088 |     1562.984 |     1563.072
       0.082 |      831.504 |      831.586
       0.115 |     1322.549 |     1322.664
       0.095 |     1754.528 |     1754.623
     154.489 |     2603.335 |     2757.824
       0.087 |     2389.653 |     2389.740
       0.117 |      684.425 |      684.542
      76.187 |     3257.975 |     3334.162
       0.101 |     1160.549 |     1160.650
       0.105 |     1009.325 |     1009.429
       0.073 |     1807.096 |     1807.168
       0.087 |     1186.532 |     1186.619
       0.102 |      611.221 |      611.323
       0.086 |      494.351 |      494.436
       0.143 |      348.771 |      348.915
       0.078 |     1465.683 |     1465.761
       0.098 |      449.081 |      449.179
       0.129 |      476.893 |      477.022
       0.091 |      398.816 |      398.907
       0.114 |     1042.295 |     1042.408
       0.087 |      942.327 |      942.415
       0.112 |      865.689 |      865.801
       0.063 |      242.054 |      242.117
       0.089 |     1370.390 |     1370.479
       0.079 |     3744.187 |     3744.266
     152.951 |     1141.782 |     1294.733
      37.680 |      237.416 |      275.096
       0.074 |     1984.249 |     1984.323
       0.091 |     1552.252 |     1552.343
       0.069 |     1060.652 |     1060.721
       0.092 |      253.569 |      253.662
       0.106 |      941.437 |      941.543
       0.086 |      287.284 |      287.370
       0.102 |      984.417 |      984.519
       0.090 |     1210.492 |     1210.582
       0.078 |     1574.729 |     1574.807
       0.106 |      372.205 |      372.311
       0.089 |     1442.958 |     1443.048
       0.120 |      661.529 |      661.649
       0.098 |     1324.318 |     1324.416
       0.116 |     1670.654 |     1670.770
       0.092 |      799.903 |      799.995
       0.082 |     3418.481 |     3418.563
       0.101 |      535.443 |      535.543
       0.094 |     1692.091 |     1692.185
       0.107 |      320.370 |      320.477
       0.095 |      602.879 |      602.974
       0.102 |     2190.222 |     2190.324
       0.131 |      449.604 |      449.735
       0.093 |     1734.122 |     1734.215
       0.083 |     1730.468 |     1730.551
       0.077 |     2577.363 |     2577.439
       0.090 |     1362.983 |     1363.072
       0.088 |     2255.495 |     2255.583
       0.075 |      910.667 |      910.742
       0.112 |      543.399 |      543.511
       0.120 |     1445.671 |     1445.792
       0.087 |      374.813 |      374.901
       0.086 |     2244.227 |     2244.313
       0.100 |      738.219 |      738.320
       0.084 |     1214.946 |     1215.030
       0.095 |      669.587 |      669.682
       0.139 |     2008.759 |     2008.898
       0.085 |     1036.785 |     1036.870
      20.530 |     3067.675 |     3088.205
       0.112 |     2643.754 |     2643.866
       0.112 |     1080.048 |     1080.160
       0.094 |      940.549 |      940.643
       0.081 |      327.409 |      327.491
       0.085 |     1741.663 |     1741.748
       0.084 |     2561.692 |     2561.776
       0.109 |      499.606 |      499.715
       0.171 |     2181.192 |     2181.363
       0.632 |     1997.363 |     1997.995
       0.088 |     2584.614 |     2584.702
       0.080 |      505.883 |      505.963
       0.104 |     1951.140 |     1951.244
       0.111 |     2376.445 |     2376.556
       0.099 |      444.509 |      444.608
       0.080 |     1078.123 |     1078.202
       0.074 |     1556.507 |     1556.581
       0.066 |      668.392 |      668.458
       0.113 |      729.344 |      729.457
       0.101 |      448.001 |      448.101
       0.089 |      529.203 |      529.292
       0.105 |      996.328 |      996.433
       0.077 |      968.861 |      968.939
       0.101 |     1949.727 |     1949.828
       0.070 |      568.051 |      568.121
       0.113 |     1099.030 |     1099.143
       0.101 |     2227.672 |     2227.773
       0.147 |      572.411 |      572.559
       0.104 |     2561.246 |     2561.350
       0.075 |      523.903 |      523.977
       0.110 |      679.722 |      679.831
       0.112 |      874.785 |      874.897
       0.074 |      777.364 |      777.438
       0.115 |     1259.013 |     1259.128
       0.091 |     1964.917 |     1965.008
       0.094 |      963.187 |      963.280
       0.111 |      254.074 |      254.185
       0.099 |     2174.968 |     2175.067
       0.077 |     1269.344 |     1269.421
       0.113 |     1218.907 |     1219.020
       0.075 |     1227.434 |     1227.509
       0.115 |     1752.594 |     1752.709
       0.124 |     1505.915 |     1506.039
       0.083 |      679.791 |      679.875
       0.077 |     1182.150 |     1182.227
       0.086 |      662.216 |      662.302
       0.078 |      634.823 |      634.901
       0.076 |     1864.309 |     1864.384
       0.092 |     1450.086 |     1450.179
       0.124 |      846.486 |      846.610
       0.063 |      201.719 |      201.782
       0.084 |     2134.926 |     2135.010
       0.090 |      515.704 |      515.794
       0.090 |      829.025 |      829.115
       0.082 |     1476.571 |     1476.653
       0.077 |     2466.312 |     2466.388
       0.104 |      698.551 |      698.655
       0.091 |     2573.025 |     2573.116
       0.103 |      641.068 |      641.171
       0.108 |     2294.772 |     2294.880
       0.103 |      791.446 |      791.549
       0.072 |     1657.865 |     1657.937
       0.079 |     1996.061 |     1996.140
       0.072 |     1312.689 |     1312.761
       0.075 |      236.119 |      236.194
       0.080 |     2957.059 |     2957.138
       0.103 |      414.847 |      414.950
       0.086 |     1178.449 |     1178.534
       0.085 |     3418.231 |     3418.316
       0.088 |     1528.396 |     1528.484
       0.076 |     2308.980 |     2309.056
      91.799 |      259.600 |      351.399
       0.077 |     2538.356 |     2538.433
       0.078 |     2363.327 |     2363.405
       0.084 |     1121.384 |     1121.468
       0.108 |      370.049 |      370.157
       0.101 |     1092.808 |     1092.909
       0.106 |     1154.457 |     1154.563
       0.122 |      390.198 |      390.320
     271.698 |      731.087 |     1002.785
       0.069 |      812.493 |      812.562
       0.103 |     1290.347 |     1290.449
       0.083 |     3007.229 |     3007.312
       0.085 |      445.785 |      445.870
       0.078 |      463.550 |      463.628
       0.127 |     1542.141 |     1542.268
       0.085 |      800.491 |      800.576
       0.077 |      395.499 |      395.576
       0.083 |      768.017 |      768.100
       0.088 |      847.035 |      847.124
       0.108 |     2209.567 |     2209.675
       0.381 |      803.931 |      804.312
       0.081 |     1003.504 |     1003.585
       0.108 |      322.942 |      323.050
       0.113 |     1098.541 |     1098.653
       0.072 |      603.984 |      604.056
       0.091 |     1159.799 |     1159.890
       0.066 |      977.562 |      977.628
       0.115 |      468.113 |      468.228
       0.091 |      483.716 |      483.808
       0.091 |      383.433 |      383.525
       0.088 |     1592.439 |     1592.527
     206.139 |     2383.449 |     2589.588
       0.076 |     1646.643 |     1646.719
       0.087 |     1466.894 |     1466.981
       0.091 |      567.101 |      567.192
       0.089 |     1615.977 |     1616.067
       0.076 |     2988.219 |     2988.295
       0.115 |      875.135 |      875.250
       0.064 |     1035.326 |     1035.390
       0.073 |      180.957 |      181.030
       0.069 |      527.368 |      527.437
       0.078 |      743.549 |      743.627
       0.083 |     1109.711 |     1109.794
       0.106 |     1466.329 |     1466.436
       0.092 |      435.752 |      435.844
     249.592 |      534.708 |      784.300
       0.112 |     1424.572 |     1424.685
       0.085 |     1571.824 |     1571.909
       0.130 |      712.403 |      712.533
       0.093 |     1022.263 |     1022.356
       0.099 |     1525.914 |     1526.013
     104.200 |      486.482 |      590.682
       0.106 |     1260.383 |     1260.489
       0.108 |     1351.060 |     1351.168
     105.535 |      495.026 |      600.561
     258.037 |     1069.504 |     1327.541
       0.097 |     2151.204 |     2151.302
       0.110 |      958.947 |      959.058
     278.119 |     1057.013 |     1335.132
       0.087 |     1804.909 |     1804.996
       0.097 |      411.058 |      411.155
       0.120 |      543.454 |      543.574
       0.086 |     1434.197 |     1434.283
       0.100 |      476.554 |      476.654
       0.122 |      909.218 |      909.340
       0.120 |      497.810 |      497.930
       0.094 |      900.709 |      900.803
       0.112 |     2047.758 |     2047.869
     141.327 |     1315.437 |     1456.765
       0.080 |      804.735 |      804.815
     110.246 |     1622.631 |     1732.876
       0.117 |     2087.577 |     2087.694
       0.096 |     2138.971 |     2139.066
       0.086 |     1635.577 |     1635.663
       0.084 |     1691.996 |     1692.080
       0.085 |     1958.004 |     1958.089
       0.089 |     1868.233 |     1868.322
       0.082 |     1294.442 |     1294.524
       0.130 |      742.812 |      742.942
       0.099 |     2015.308 |     2015.407
       0.087 |     2874.985 |     2875.072
       0.084 |      318.422 |      318.507
       0.124 |      715.615 |      715.738
       0.073 |     1097.956 |     1098.029
       0.089 |     3118.486 |     3118.576
       0.103 |      540.307 |      540.410
       0.107 |     1496.676 |     1496.783
       0.065 |     1638.938 |     1639.003
       0.108 |      390.229 |      390.337
       0.102 |      501.365 |      501.467
       0.085 |     2061.783 |     2061.868
     153.162 |      490.402 |      643.565
       0.068 |      397.312 |      397.380
       0.127 |     1109.977 |     1110.104
       0.093 |      201.821 |      201.914
       0.108 |      808.799 |      808.907
     329.552 |      938.412 |     1267.964
       0.098 |      588.670 |      588.767
     249.612 |      948.695 |     1198.307
       0.118 |      278.962 |      279.079
       0.070 |      441.538 |      441.608
       0.098 |      714.451 |      714.549
       0.098 |      526.928 |      527.026
       0.108 |     1193.466 |     1193.574
       0.096 |      421.481 |      421.577
       0.108 |     1200.214 |     1200.323
       0.112 |     1119.034 |     1119.147
       0.113 |      991.419 |      991.532
       0.100 |      571.639 |      571.739
       0.107 |      883.587 |      883.694
       0.116 |      549.445 |      549.561
       0.110 |      558.847 |      558.956
       0.095 |      773.578 |      773.673
      42.372 |      270.364 |      312.736
     322.421 |      669.354 |      991.775
     105.581 |      637.488 |      743.070
       0.113 |     1700.364 |     1700.477
     150.714 |     1045.517 |     1196.231
     269.603 |     1456.744 |     1726.347
     131.531 |      628.768 |      760.299
       0.122 |     1824.279 |     1824.402
       0.076 |      932.059 |      932.134
       0.113 |     1318.183 |     1318.295
       0.074 |     1015.782 |     1015.856
       0.080 |     2417.796 |     2417.876
       0.111 |     2992.545 |     2992.655
     112.499 |     1845.542 |     1958.041
       0.072 |      378.894 |      378.967
     220.114 |      979.310 |     1199.423
       0.097 |     1518.341 |     1518.439
       0.117 |     1836.117 |     1836.233
       0.099 |      877.930 |      878.030
       0.090 |      613.699 |      613.789
       0.080 |     2719.080 |     2719.160
       0.079 |     1001.894 |     1001.972
       0.100 |     1396.366 |     1396.466
       0.120 |     1447.564 |     1447.684
       0.111 |      885.346 |      885.458
       0.101 |      253.346 |      253.446
       0.111 |      817.818 |      817.929
       0.104 |     1543.650 |     1543.754
       0.075 |     2697.781 |     2697.856
       0.092 |     1598.744 |     1598.836
       0.071 |      598.343 |      598.414
       0.112 |      838.375 |      838.487
       0.106 |      225.058 |      225.164
       0.102 |      788.198 |      788.300
       0.094 |      602.060 |      602.153
       0.093 |      439.806 |      439.900
       0.110 |      544.819 |      544.928
       0.108 |     1743.131 |     1743.240
       0.107 |     1524.109 |     1524.216
       0.071 |     2507.136 |     2507.206
       0.106 |      371.918 |      372.023
       0.113 |      543.043 |      543.156
       0.082 |      934.067 |      934.149
       0.105 |     1425.803 |     1425.908
       0.081 |      776.677 |      776.758
       0.118 |     1871.839 |     1871.956
       0.109 |     1962.232 |     1962.340
       0.105 |      675.587 |      675.692
       0.086 |     1255.600 |     1255.686
       0.094 |     1314.984 |     1315.079
     307.225 |      531.293 |      838.518
     238.224 |      672.778 |      911.002
       0.117 |     1100.932 |     1101.049
       0.099 |     1152.247 |     1152.346
       0.124 |     2026.650 |     2026.774
       0.076 |     1590.564 |     1590.640
     182.006 |      614.106 |      796.112
       0.128 |     2056.282 |     2056.410
       0.113 |     1771.949 |     1772.062
       0.125 |      267.351 |      267.476
       0.104 |      691.361 |      691.465
       0.103 |     1271.182 |     1271.285
       0.069 |     1923.659 |     1923.728
       0.119 |      766.553 |      766.672
     182.664 |     1137.558 |     1320.222
       0.078 |     2656.680 |     2656.758
       0.115 |      382.811 |      382.926
       0.116 |     1151.646 |     1151.762
       0.118 |      627.776 |      627.894
       0.120 |      917.414 |      917.535
       0.093 |      991.491 |      991.583
       0.094 |      709.174 |      709.268
       0.109 |     1715.397 |     1715.507
     528.486 |     2053.356 |     2581.842
     288.489 |      339.889 |      628.378
       0.117 |     2476.956 |     2477.073
      16.873 |      266.029 |      282.902
       0.105 |      819.797 |      819.901
       0.070 |     4366.941 |     4367.011
      10.360 |      476.236 |      486.596
       0.091 |     1351.815 |     1351.906
       0.094 |     1547.932 |     1548.025
       0.077 |     1315.968 |     1316.045
       0.105 |      572.049 |      572.153
       0.112 |     1897.247 |     1897.359
       0.084 |     1130.036 |     1130.120
       0.080 |      871.187 |      871.266
       0.083 |      613.297 |      613.381
     428.915 |     1210.973 |     1639.888
       0.083 |     1196.046 |     1196.129
       0.084 |      732.134 |      732.218
       0.092 |     1606.587 |     1606.679
     410.968 |     1573.670 |     1984.638
       0.089 |     1056.998 |     1057.087
       0.090 |      978.826 |      978.916
       0.105 |     1719.246 |     1719.351
       0.098 |      939.392 |      939.490
       0.074 |     1710.561 |     1710.635
      23.005 |      204.375 |      227.380
       0.091 |     2281.630 |     2281.721
       0.111 |      881.290 |      881.401
       0.102 |      425.137 |      425.239
       0.078 |     2751.906 |     2751.984
       0.099 |      517.090 |      517.189
       0.082 |      952.762 |      952.843
       0.103 |     2020.686 |     2020.789
       0.115 |     1216.343 |     1216.458
       0.083 |      890.788 |      890.871
       0.074 |      676.442 |      676.515
       0.090 |     1328.869 |     1328.959
       0.079 |      536.827 |      536.907
       0.080 |     1227.694 |     1227.774
       0.101 |     2268.806 |     2268.907
       0.084 |      497.840 |      497.924
       0.104 |      287.063 |      287.167
       0.076 |     2810.732 |     2810.809
       0.127 |     3559.175 |     3559.302
       0.115 |     2015.257 |     2015.372
       0.069 |      865.109 |      865.178
       0.096 |     1678.932 |     1679.027
       0.120 |     2059.935 |     2060.054
       0.112 |      300.550 |      300.662
       0.088 |     3061.831 |     3061.919
       0.110 |      670.436 |      670.546
       0.103 |      791.860 |      791.964
       0.122 |     1191.756 |     1191.878
      14.559 |      376.166 |      390.726
       0.074 |      545.992 |      546.066
       0.074 |     1411.872 |     1411.946
       0.088 |      530.890 |      530.978
       0.072 |     1214.440 |     1214.511
       0.116 |      417.368 |      417.484
       0.085 |     4673.189 |     4673.275
       0.105 |      505.486 |      505.591
       0.113 |     1122.614 |     1122.727
       0.068 |      723.403 |      723.472
       0.084 |      978.189 |      978.272
       0.085 |     2077.881 |     2077.966
       0.079 |      715.289 |      715.367
       0.096 |      387.605 |      387.701
       0.109 |     1142.190 |     1142.299
       0.081 |     3284.023 |     3284.103
       0.075 |     1014.357 |     1014.432
       0.061 |     1244.807 |     1244.867
       0.093 |      727.394 |      727.488
       0.103 |     1491.673 |     1491.776
       0.105 |     1545.888 |     1545.993
       0.132 |      709.755 |      709.887
       0.119 |     1469.897 |     1470.016
       0.103 |      449.056 |      449.160
       0.071 |     1102.602 |     1102.673
       0.099 |     1004.357 |     1004.456
       0.080 |     2499.116 |     2499.195
       0.077 |      831.216 |      831.293
       0.104 |     1421.978 |     1422.082
       0.076 |      998.998 |      999.074
       0.093 |      370.997 |      371.090
       0.086 |     1553.150 |     1553.237
       0.089 |     1639.399 |     1639.488
       0.063 |      156.761 |      156.824
       0.085 |     1914.647 |     1914.732
       0.088 |     1245.576 |     1245.665
       0.112 |     1319.955 |     1320.068
       0.102 |     1340.221 |     1340.323
       0.093 |     1699.330 |     1699.424
       0.073 |     1820.640 |     1820.712
       0.093 |     1687.787 |     1687.881
       0.111 |     1425.441 |     1425.551
       0.084 |     1828.376 |     1828.459
       0.075 |     1635.300 |     1635.375
       0.084 |     1698.915 |     1698.999
       0.105 |      898.976 |      899.081
       0.090 |      862.281 |      862.371
       0.109 |     1288.983 |     1289.092
       0.080 |     1583.570 |     1583.650
       0.082 |      159.460 |      159.542
       0.093 |     1485.676 |     1485.769
       0.094 |     1984.561 |     1984.655
       0.111 |     1735.703 |     1735.814
       0.110 |      533.844 |      533.954
       0.091 |      627.138 |      627.229
       0.101 |     4245.355 |     4245.456
       0.095 |      423.533 |      423.628
       0.082 |     1766.372 |     1766.454
       0.105 |      556.214 |      556.319
       0.085 |     1433.691 |     1433.776
       0.086 |      824.459 |      824.545
       0.125 |     2116.987 |     2117.112
       0.108 |     1357.655 |     1357.762
       0.085 |     2029.493 |     2029.578
       0.094 |     1093.568 |     1093.662
       0.081 |     1853.410 |     1853.491
       0.095 |     1132.266 |     1132.361
       0.117 |     3511.556 |     3511.674
       0.070 |      378.159 |      378.229
       0.109 |      542.979 |      543.088
       0.077 |     1493.887 |     1493.964
       0.104 |      422.119 |      422.223
      23.311 |      270.588 |      293.899
       0.114 |      917.824 |      917.938
       0.112 |     1435.372 |     1435.484
       0.081 |      983.997 |      984.079
       0.107 |      616.219 |      616.326
       0.120 |     1958.485 |     1958.605
       0.081 |     2387.252 |     2387.333
       0.090 |     2497.281 |     2497.371
       0.113 |      558.872 |      558.985
       0.103 |      574.673 |      574.776
       0.088 |      988.761 |      988.849
       0.073 |      574.602 |      574.675
       0.108 |     1766.903 |     1767.011
       0.079 |     1008.203 |     1008.282
       0.100 |     1173.362 |     1173.461
       0.098 |     1233.533 |     1233.631
       0.083 |     1793.157 |     1793.240
     165.698 |      918.314 |     1084.012
       0.103 |      467.573 |      467.676
       0.108 |      923.813 |      923.921
       0.121 |     1097.306 |     1097.428
       0.101 |     2109.286 |     2109.388
       0.110 |     2093.159 |     2093.269
       0.116 |     1439.895 |     1440.010
       0.109 |      473.770 |      473.879
       0.100 |      879.516 |      879.616
       0.080 |     3175.755 |     3175.835
       0.075 |      262.464 |      262.538
       0.089 |      334.916 |      335.005
      87.674 |     2158.054 |     2245.728
       0.115 |      383.324 |      383.440
       0.087 |     1104.288 |     1104.375
       0.109 |      731.152 |      731.261
       0.124 |      940.676 |      940.800
       0.071 |      456.907 |      456.978
       0.127 |     1716.222 |     1716.350
       0.079 |     2288.982 |     2289.061
       0.105 |      642.656 |      642.761
       0.098 |      650.177 |      650.275
       0.094 |      901.093 |      901.187
      18.483 |      693.621 |      712.105
       0.131 |      569.663 |      569.794
       0.118 |     1394.723 |     1394.841
       0.146 |      920.116 |      920.262
       0.111 |      865.431 |      865.542
       0.082 |      435.217 |      435.299
       0.107 |     1682.695 |     1682.803
       0.108 |     1753.722 |     1753.830
       0.103 |     1562.571 |     1562.674
       0.067 |      945.051 |      945.118
       0.091 |      537.115 |      537.205
       0.108 |      450.357 |      450.465
       0.134 |      680.156 |      680.290
       0.107 |     1136.353 |     1136.460
       0.098 |      488.249 |      488.347
       0.116 |     1672.451 |     1672.567
       0.097 |      409.523 |      409.620
       0.106 |      387.325 |      387.431
       0.131 |      273.466 |      273.598
       0.101 |     1224.832 |     1224.933
       0.109 |      765.696 |      765.804
     152.464 |      405.590 |      558.054
      12.186 |      637.240 |      649.426
       0.096 |     1016.470 |     1016.566
       0.099 |     1014.193 |     1014.292
       0.094 |      783.377 |      783.471
       0.103 |      536.158 |      536.261
       0.094 |      880.782 |      880.875
       0.098 |     1172.306 |     1172.404
       0.083 |     1146.311 |     1146.393
       2.447 |      699.506 |      701.952
      21.077 |      688.991 |      710.068
       0.094 |      875.986 |      876.081
       0.109 |     1046.147 |     1046.256
       0.091 |      907.575 |      907.667
       0.097 |      358.545 |      358.642
       0.096 |     1504.060 |     1504.156
       6.257 |      964.458 |      970.715
       0.092 |     1707.730 |     1707.822
       0.085 |     1166.529 |     1166.613
       0.101 |      332.088 |      332.189
      94.990 |     1635.942 |     1730.932
       0.119 |     1088.131 |     1088.249
       0.085 |     1316.523 |     1316.608
       0.076 |     2213.669 |     2213.745
       0.068 |      612.336 |      612.404
       0.113 |      977.571 |      977.684
       0.075 |     2365.795 |     2365.870
       0.096 |      485.501 |      485.598
       0.101 |     1199.208 |     1199.309
       0.086 |      818.205 |      818.291
       0.099 |      997.645 |      997.743
       0.084 |     1646.529 |     1646.613
     117.788 |     1577.341 |     1695.129
       0.079 |      577.623 |      577.702
       0.110 |      652.479 |      652.589
       0.084 |      903.246 |      903.330
       0.095 |      583.875 |      583.970
       0.096 |     1517.321 |     1517.417
       0.115 |      748.953 |      749.068
       0.089 |      726.768 |      726.856
       0.077 |     1665.331 |     1665.407
       0.120 |     1229.858 |     1229.978
       9.692 |     2298.306 |     2307.998
       0.075 |     1201.104 |     1201.179
       0.122 |      607.451 |      607.572
       0.067 |      593.829 |      593.895
       0.100 |     1286.387 |     1286.487
       0.098 |      890.396 |      890.494
       0.122 |      816.889 |      817.011
      21.998 |     3257.029 |     3279.028
       0.088 |     2721.393 |     2721.481
       0.077 |     2465.702 |     2465.779
       0.136 |      313.705 |      313.841
       0.089 |     1860.960 |     1861.048
       0.085 |     1244.284 |     1244.368
       0.078 |      786.554 |      786.632
     124.377 |      798.859 |      923.236
     155.083 |      858.457 |     1013.541
       0.087 |     3453.529 |     3453.616
       0.067 |      523.728 |      523.795
       0.071 |     2368.415 |     2368.486
       0.103 |     1063.535 |     1063.638
       0.063 |      658.577 |      658.640
       0.114 |      657.743 |      657.857
       0.091 |      790.623 |      790.714
       0.124 |      684.683 |      684.807
       0.074 |      712.850 |      712.924
       0.081 |     2055.302 |     2055.384
       0.077 |     1913.516 |     1913.593
       0.073 |     1049.398 |     1049.471
       0.072 |     3565.775 |     3565.848
       0.105 |      657.334 |      657.440
       0.080 |     1214.497 |     1214.577
       0.073 |     1219.146 |     1219.219
       0.101 |      621.986 |      622.088
       0.117 |     1451.006 |     1451.123
       0.084 |      871.931 |      872.015
       0.071 |     2390.239 |     2390.310
       0.070 |      866.496 |      866.566
       0.081 |      444.535 |      444.616
       0.085 |     1415.083 |     1415.169
       0.079 |     1608.994 |     1609.073
       0.119 |     2114.384 |     2114.504
       0.071 |     2504.187 |     2504.258
       0.119 |      215.441 |      215.560
       0.109 |      657.078 |      657.187
       0.107 |     2597.678 |     2597.785
       0.159 |     1160.482 |     1160.641
       0.099 |      854.371 |      854.471
       0.111 |      928.510 |      928.621
       0.091 |     3159.718 |     3159.809
       0.083 |     1763.654 |     1763.736
       0.108 |     1239.030 |     1239.138
      67.149 |      458.424 |      525.572
       0.094 |     2761.105 |     2761.198
       0.074 |     2104.635 |     2104.708
       0.125 |      689.012 |      689.138
      36.340 |      455.801 |      492.141
     370.004 |      900.394 |     1270.398
       0.100 |     1916.275 |     1916.376
      34.152 |      524.519 |      558.671
       0.106 |     1212.318 |     1212.424
       0.103 |      216.937 |      217.040
     330.062 |     1058.802 |     1388.864
       0.080 |     1818.136 |     1818.216
       0.114 |     1899.688 |     1899.802
       0.093 |      646.982 |      647.075
       0.068 |      765.129 |      765.197
     304.364 |     1861.758 |     2166.122
       0.065 |     1118.209 |     1118.274
       0.114 |     1002.450 |     1002.564
       0.073 |      386.268 |      386.340
       0.118 |      394.814 |      394.932
       0.099 |      347.529 |      347.628
       0.108 |      677.774 |      677.881
       0.114 |     1123.850 |     1123.964
       0.100 |      399.995 |      400.095
       0.068 |      636.297 |      636.365
       0.113 |     1158.592 |     1158.705
       0.076 |      994.069 |      994.145
       0.102 |      855.915 |      856.017
       0.107 |      987.231 |      987.338
       0.842 |     1925.434 |     1926.276
       0.081 |     1212.503 |     1212.584
       0.096 |      624.848 |      624.944
       0.099 |     1517.274 |     1517.373
       0.114 |      950.592 |      950.705
       0.104 |     2136.544 |     2136.648
       0.109 |      693.700 |      693.809
       0.090 |     1258.096 |     1258.186
       0.084 |     1404.543 |     1404.627
       0.086 |     1146.837 |     1146.923
       0.099 |      621.687 |      621.785
       0.080 |     1700.803 |     1700.883
       0.077 |     2426.191 |     2426.267
       0.113 |      828.639 |      828.752
       0.099 |     2422.326 |     2422.426
       0.071 |     1237.640 |     1237.712
       0.079 |     2724.003 |     2724.082
       0.110 |     1188.538 |     1188.647
       0.106 |      855.512 |      855.618
       0.078 |     1804.640 |     1804.718
       0.088 |      661.420 |      661.508
       0.073 |     2249.382 |     2249.455
       0.113 |     1865.655 |     1865.768
      76.877 |      675.634 |      752.511
       0.069 |      462.350 |      462.419
       0.107 |      960.751 |      960.858
       0.093 |     1012.761 |     1012.855
     128.032 |      271.604 |      399.636
       0.072 |      688.863 |      688.935
       0.082 |     1067.035 |     1067.117
       0.087 |     1943.912 |     1943.999
       0.105 |     1392.996 |     1393.101
       0.082 |     1831.247 |     1831.329
     116.372 |     1366.776 |     1483.148
       0.097 |      512.570 |      512.667
       0.071 |      578.135 |      578.206
       0.085 |      987.839 |      987.924
      36.085 |     1218.217 |     1254.301
       0.078 |     1310.765 |     1310.843
       0.083 |     1490.745 |     1490.828
       0.074 |      431.492 |      431.566
       0.104 |     1155.643 |     1155.747
       0.074 |     2139.156 |     2139.231
       0.075 |      641.289 |      641.364
       0.112 |     1012.762 |     1012.875
       0.085 |     2420.719 |     2420.804
       0.083 |     2458.279 |     2458.362
       6.448 |     1069.724 |     1076.171
       0.085 |     2100.629 |     2100.714
       0.091 |     1167.517 |     1167.608
       0.080 |     2676.209 |     2676.289
     196.223 |     2454.884 |     2651.107
       0.111 |     2748.240 |     2748.351
     190.891 |     2491.382 |     2682.273
      24.365 |     3118.968 |     3143.334
       0.096 |     1503.571 |     1503.666
       0.085 |     1183.040 |     1183.125
       0.088 |     3027.066 |     3027.154
       0.100 |      594.414 |      594.515
       0.084 |     2420.236 |     2420.320
       0.085 |     1661.181 |     1661.265
       0.112 |      914.060 |      914.172
       0.118 |      825.769 |      825.887
      45.307 |     1488.525 |     1533.832
       0.082 |     1535.011 |     1535.093
      37.093 |     1503.578 |     1540.671
       0.102 |     1636.198 |     1636.301
       0.110 |      861.892 |      862.002
      63.732 |     1410.337 |     1474.069
       0.074 |     1914.664 |     1914.738
       0.101 |     1212.093 |     1212.195
       0.099 |      687.145 |      687.244
       2.402 |     1291.256 |     1293.658
       0.095 |     2947.819 |     2947.915
       0.084 |     1515.810 |     1515.894
       0.106 |      173.457 |      173.562
       0.082 |     2483.163 |     2483.245
       0.125 |     1326.830 |     1326.955
       0.087 |     3592.421 |     3592.507
       0.077 |      546.619 |      546.696
       0.104 |      319.200 |      319.304
       0.154 |     1179.590 |     1179.744
       0.085 |      766.360 |      766.445
       0.102 |      586.806 |      586.908
       0.067 |     1150.106 |     1150.172
       0.093 |     4809.146 |     4809.238
       0.123 |      549.600 |      549.723
       0.107 |      613.239 |      613.346
       0.084 |      242.220 |      242.304
